Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-01-26;39,00;6,00;11,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;78,00;0,00;0,00;11,00;0,00
2020-02-02;28,00;11,00;6,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;17,00;0,00;0,00;0,00;0,00;0,00;6,00;11,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;5,60;56,00;5,60;0,00;6,00;0,00
2020-02-09;33,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;17,00;0,00;0,00;11,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;11,00;0,00;0,00;0,00;5,50;0,00;38,50;0,00;0,00;0,00;0,00
2020-02-16;39,00;6,00;6,00;11,00;0,00;6,00;6,00;6,00;11,00;17,00;6,00;11,00;17,00;0,00;0,00;6,00;0,00;6,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;5,57;55,71;0,00;0,00;6,00;0,00
2020-02-23;22,00;11,00;5,00;0,00;0,00;17,00;11,00;0,00;6,00;0,00;0,00;6,00;28,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;11,00
2020-03-01;16,00;5,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;11,00;0,00;0,00;11,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,82;0,00;88,73;16,00;5,00;0,00;16,00
2020-03-08;16,00;10,00;0,00;5,00;5,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;16,00;0,00;0,00;11,00;11,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;16,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,82;27,64;0,00;0,00;0,00;5,00
2020-03-15;20,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;15,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;0,00;0,00
2020-03-22;5,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00
2020-03-29;15,00;0,00;19,00;0,00;19,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;5,00;0,00
