Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-12-29;83,00;5,00;15,00;5,00;15,00;15,00;10,00;34,00;5,00;10,38;5,19;5,19;88,19;5,00;5,00;24,00;5,00;10,00;0,00;78,00;10,00;0,00;15,00;5,00;5,00;5,00;0,00;5,00;5,00;5,00;10,00;24,00;0,00;10,00;15,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00
2020-01-05;50,00;18,00;14,00;14,00;5,00;9,00;9,00;59,00;0,00;8,62;5,17;17,24;75,86;14,00;23,00;14,00;0,00;14,00;0,00;50,00;9,00;0,00;23,00;5,00;5,00;5,00;5,00;0,00;5,00;0,00;18,00;9,00;0,00;14,00;23,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00
2020-01-12;98,00;9,00;0,00;0,00;9,00;9,00;0,00;43,00;0,00;8,60;0,00;46,42;89,40;17,00;9,00;34,00;9,00;9,00;4,00;51,00;17,00;0,00;9,00;0,00;4,00;0,00;4,00;0,00;0,00;13,00;0,00;13,00;4,00;9,00;30,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;99,00;4,00;4,00;4,00;9,00;13,00;4,00;45,00;4,00;13,89;8,68;0,00;85,11;4,00;13,00;36,00;9,00;13,00;4,00;72,00;9,00;0,00;18,00;9,00;0,00;4,00;0,00;0,00;13,00;0,00;18,00;0,00;0,00;13,00;9,00;4,00;0,00;4,00;22,00;0,00;0,00;4,00;0,00;0,00
2020-01-26;96,00;13,00;4,00;0,00;4,00;9,00;9,00;61,00;4,00;8,57;13,71;8,57;51,43;4,00;9,00;22,00;9,00;4,00;0,00;48,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;13,00;13,00;4,00;13,00;0,00;9,00;39,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00
2020-02-02;52,00;17,00;26,00;13,00;9,00;17,00;0,00;43,00;0,00;0,00;0,00;22,53;109,20;0,00;4,00;17,00;4,00;9,00;0,00;52,00;9,00;0,00;30,00;0,00;0,00;0,00;4,00;4,00;4,00;31,00;22,00;13,00;4,00;26,00;22,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00
2020-02-09;61,00;4,00;4,00;0,00;17,00;0,00;4,00;44,00;0,00;8,71;0,00;17,43;48,80;9,00;17,00;17,00;4,00;26,00;4,00;48,00;13,00;0,00;9,00;4,00;0,00;0,00;4,00;0,00;9,00;0,00;9,00;9,00;0,00;18,00;26,00;0,00;0,00;0,00;9,00;4,00;9,00;4,00;4,00;0,00
2020-02-16;70,00;9,00;4,00;0,00;22,00;17,00;9,00;57,00;4,00;8,75;0,00;22,75;101,50;4,00;4,00;26,00;13,00;13,00;0,00;57,00;4,00;0,00;30,00;4,00;0,00;9,00;0,00;0,00;13,00;4,00;4,00;9,00;4,00;13,00;26,00;9,00;0,00;9,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;71,00;4,00;8,00;8,00;29,00;8,00;4,00;25,00;0,00;8,66;0,00;17,32;100,44;4,00;13,00;13,00;17,00;8,00;0,00;25,00;4,00;0,00;21,00;0,00;4,00;13,00;4,00;0,00;0,00;8,00;8,00;4,00;0,00;4,00;30,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2020-03-01;68,00;21,00;13,00;0,00;17,00;8,00;0,00;25,00;0,00;3,49;8,72;41,85;94,15;0,00;4,00;21,00;4,00;13,00;4,00;4,00;8,00;0,00;13,00;13,00;0,00;8,00;0,00;0,00;13,00;0,00;9,00;9,00;4,00;8,00;17,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
